EC,aet,continent,id,lat,lon,lower_depth,max_temp,min_temp,pet,upper_depth,wtd,year
3.1284315,174.58457711442787,Africa,24220,3.130376,36.65987,15,334.38557213930346,201.7674129353234,1490.2189054726368,6.4940615,7.366031169891357,1958
1.9862744808197021,157.58333333333334,Africa,6662,14.875671,28.480843,15,328.4166666666667,168,1727.4166666666667,8.750001,3.630371570587158,1961
1.1705880165100098,929.0833333333334,Africa,23103,6.6868486,5.6800213,15,307.8333333333333,214.66666666666666,1060.8333333333333,10.53644,10.167152404785156,1963
1.7950979471206665,481.25,Africa,21235,-6.070576,33.762802,15,264.4166666666667,139.25,1259.3333333333333,0.024966054,13.090937614440918,1964
2.6039214999999998,130,Africa,19223,-22.42056,26.913525,15,277.8333333333333,116.25,1482.5,13.913354,40.418174743652344,1965
1.7088235,702.4166666666666,Africa,12948,-15.001917,35.031292,15,288.8333333333333,180.75,1171.25,4.587678,14.60860824584961,1966
2.1215685,532.5833333333334,Africa,17165,12.256014,22.868994,15,355.6666666666667,169,1711.75,12.544827,11.3735933303833,1966
2.0274510383605957,555.1666666666666,Africa,22609,-4.6079087,35.1763,15,245,134,1146.5,5.268732,21.472307205200195,1966
1.2176469564437866,946.8333333333334,Africa,15738,-2.2044122,26.08228,15,288.5,191.58333333333334,969.8333333333334,2,25.81059455871582,1967
1.219607949256897,823.25,Africa,1606,-3.9276276,18.443466,15,291.5833333333333,192.75,958.6666666666666,11.448651,6.0678486824035645,1968
0.9970589876174927,891.3333333333334,Africa,10231,6.2235656,17.556885,15,317.8333333333333,173.08333333333334,1229.3333333333333,8.865619,13.889674186706543,1968
1.0392155,912.8333333333334,Africa,15799,-1.143277,21.01858,15,295.5833333333333,193.83333333333334,912.8333333333334,10.765939,12.195622444152832,1968
1.7088235,792.5,Africa,17219,-14.386417,14.892284,15,264.6666666666667,120.83333333333333,1163.1666666666667,2,46.14783477783203,1969
1.1254899501800537,883.1666666666666,Africa,23610,-4.281526,22.717411,15,298.3333333333333,189.83333333333334,943.5833333333334,8.375155,47.99598693847656,1969
1.2411764860153198,771.75,Africa,15764,-1.0401527,29.674126,15,220.08333333333334,103.25,794.0833333333334,12.628121,278.3554382324219,1970
