EC,annual_mean_temp,annual_prec,clay_b10,continent,elevation,elevation_stdDev,fapar,id,lat,lon,lower_depth,ph_b10,sand_b10,slope,soilWater_b10,texture_b10,upper_depth,year
2.8841063,14914.083,190,18,Northern America,1804,13.670731102939918,21,7698,39.967854,-114.12948,20,79,50,1.926563,22,7,15.249525,1974
3.5735295000000002,14971.5,392,29,Oceania,98,0.4714045207910317,94,15298,-35.775024,140.5874,22,71,62,0.09813776,25,6,17.794216,1986
1.7980389595031738,15135,236,38,Northern America,50,0,29,10677,36.629196,-120.23789,23,76,25,0,36,4,16.666088,1961
1.2333334684371948,14572.833,771,29,Northern America,161,0,163,17985,44.00348,1.6781492,24,72,30,4.336277,30,4,21.093662,1978
1.886490625,14721.167,235,20,Northern America,1780,5.656854249492381,32,19232,41.29319,-115.65025,24,76,35,2.7592459,24,7,16.048573,1978
2.17254900932312,14549.583,337,30,Northern America,1036,11.789302537508132,47,19402,45.694054,-105.89958,25,73,32,0.6492159,24,4,15.864038,1964
1.9725489999999999,14314.667,1051,14,Northern America,1889,73.43023900274328,119,12713,40.14083,-121.46664,25,57,53,6.68417,40,9,20.17399,1973
1.3274509906768799,14291,518,16,Northern America,615,152.37316117648,105,18602,45.873566,-116.022156,25,59,49,1.9106311,29,7,18.1231,1979
2.704901933670044,15501.083,721,34,Oceania,138,6.128258770283412,57,11832,-17.66227,138.55135,25,74,53,1.461868,28,6,17.580086,1983
1.5499999999999998,14621.417,322,20,Northern America,1280,0.9428090415820634,42,19183,44.244495,-119.94014,25,68,39,0.9521753,28,7,15.209955,1984
2.0960785,15264.75,419,20,Northern America,922,0,52,13608,32.40428,-102.285416,25,81,63,0.07323641,14,9,16.656788,1992
1.8450980000000001,14599.333,367,21,Northern America,908,0,54,21232,45.362946,-103.40344,25,75,42,0.092749014,21,7,16.641464,2000
1.4637254999999998,15200.083,1122,34,Northern America,1598,29.743761665681685,124,19649,19.96876,-102.35721,25,61,42,1.6703061,36,4,17.635273,2003
2.0764705,15397.583,34,0,Northern America,539,0,-32768,14314,30.613297,1.5879323,26,81,98,0.18843932,1,12,19.166548,1984
1.15559905,14166.167,349,27,Northern America,720,0,91,20562,52.094604,-109.34044,26,68,36,0.2591057,30,7,17.947565,1991
3.6333335,14971.417,440,26,Oceania,111,1.0540925533894598,106,15018,-36.04964,140.03592,26,69,68,0.19250101,23,6,15.531355,2002
3.2754900455474854,14645.833,649,19,Oceania,298,0.9428090415820634,176,12231,-34.89479,138.78111,26,56,65,0.12888275,31,9,16.741749,2004
1.6049020290374756,15032.083,848,34,Northern America,319,7.333333333333333,124,10709,31.724928,-97.95236,26,69,32,0.4701114,22,4,16.181587,2010
1.3666665,14611.833,705,18,Northern America,493,1.0304020550522885,94,20503,41.22497,-97.81728,28,69,40,0.10286379,24,7,15.699392,1951
2.569607973098755,14499.167,434,30,Northern America,579,0,71,10235,45.360855,-100.14679,28,71,24,1.0201322,26,4,18.23914,1958
1.5156865119934082,14590.5,688,17,Northern America,579,2.3465235646590945,92,15728,41.777435,-98.017944,28,64,43,0.68875146,20,7,18.473707,1981
1.5313725471496582,15150.5,687,22,Northern America,80,1.4142135623730951,66,12522,39.852753,-121.89311,28,73,40,0.55050826,21,7,16.142214,1982
1.3980389833450317,15048.5,2232,37,Northern America,433,0,210,15940,17.321821,-92.03819,28,53,41,7.8771405,40,4,17.988092,2004
1.7039215,15616,314,23,Northern America,290,4.96655480858378,20,17141,28.875702,-110.77583,28,78,56,0.8124552,22,6,15.785741,2004
2.8049020000000002,15390.5,104,16,Northern America,941,43.93935214209088,6,10457,35.034103,-116.91644,29,79,58,4.364413,15,9,22.320848,1957
2.532352924346924,14993.667,151,13,Northern America,1837,5.656854249492381,9,18981,38.636726,-116.048744,29,81,62,1.2922444,12,9,17.26282,1973
1.3274509906768799,14565.083,738,31,Northern America,503,8.48528137423857,101,8703,41.805923,-97.1874,29,62,14,1.2212745,26,5,21.249767,1978
1.578431487083435,14949.833,296,19,Northern America,1357,13.35830993967592,42,16096,40.59439,-112.493355,29,76,46,1.9780533,22,7,15.477949,1986
1.385293960571289,14266.25,396,20,Northern America,1647,23.608431220467445,78,20465,44.107666,-111.35552,29,65,29,1.7980751,26,8,22.20351,1988
3.0843135,15387.083,203,17,Oceania,302,0,20,19935,-30.796091,138.24657,29,81,66,0.50080067,12,9,24.719578,1993
1.6549019999999999,14228.667,422,23,Northern America,482,1.4142135623730951,78,23224,48.945335,-101.43487,30,77,46,0.29727542,27,7,17.58077,1950
2.2686275,14504.917,408,23,Northern America,548,0,65,15727,46.243816,-100.85954,30,74,49,0.030916361,25,7,24.736364,1951
1.3068624999999998,14210.917,442,28,Northern America,487,0,83,22242,48.990322,-100.66154,30,73,37,0.23758149,29,4,22.889154,1951
2.2323529720306396,14527.583,333,31,Northern America,792,1.6629588385696532,55,23328,47.459427,-105.8082,30,76,27,0.2207973,27,4,26.542751,1951
2.5509804999999997,14493,499,26,Northern America,433,1.4142135623730951,79,25508,44.680412,-98.914665,30,73,30,0.13405225,25,7,25.070772,1951
2.255882501602173,14684.583,321,29,Northern America,1006,14.613540144521982,46,27037,45.828903,-108.30576,30,75,34,2.8818448,27,4,27.425964,1951
1.8872550000000001,14601.083,335,24,Northern America,1069,0,58,28807,45.46194,-106.45598,30,77,39,3.7895815,23,7,20.396982,1951
1.5607844591140747,14648.917,672,22,Northern America,566,0.9428090415820634,86,29372,40.890022,-98.387474,30,70,35,0.1748752,23,7,24.880241,1951
3.1186275482177734,14343,360,24,Northern America,694,3.2998316455372216,62,19079,48.32497,-103.87737,30,73,37,0.20822212,26,7,16.163658,1952
1.6205880000000001,14640.583,667,23,Northern America,596,0,82,26463,40.48784,-98.56115,30,63,22,0.29118907,24,8,25.733412,1952
1.4607845000000002,15011,868,27,Northern America,334,0,138,27038,29.90521,-98.37977,30,66,40,0.95811415,25,7,22.334883,1952
1.8196080000000001,14183.25,441,9,Northern America,1946,28.75567576825293,101,9923,44.337124,-120.38208,30,59,52,13.951587,37,7,20.86862,1953
2.3264705,14477.25,416,29,Northern America,670,0.4714045207910317,69,14498,47.0219,-102.54228,30,72,25,0.09069934,24,4,21.479063,1953
1.7176469564437866,14688.5,771,29,Northern America,464,0,101,20381,40.179127,-97.368935,30,70,18,0.4328209,27,5,24.212364,1953
2.569607973098755,14137.833,480,20,Northern America,459,0,93,20924,48.244755,-98.40282,30,71,45,0.15464254,30,7,27.915764,1953
2.987255096435547,14313.167,435,21,Northern America,487,0.4714045207910317,74,27490,48.126278,-100.59624,30,76,49,0.23365249,25,7,26.907835,1953
2.2790769699999998,14308.583,565,34,Northern America,277,0,90,28128,46.79163,-96.840256,30,74,27,0,28,4,29.883379,1953
1.9186275005340576,14535.25,535,24,Northern America,533,4.714045207910317,83,14312,43.80416,-98.900764,30,71,36,0.49590942,24,7,19.015837,1954
2.7392155,14324.75,531,30,Northern America,435,0.4714045207910317,84,23518,46.174473,-98.386765,30,70,29,0.094488695,28,4,27.249899,1954
1.2774510383605957,15245.5,1201,19,Africa,413,0,105,23655,9.811518,1.7377993,30,57,60,0.15605412,23,9,29.005335,1954
1.7098040580749512,14742.417,348,32,Northern America,1097,2.199887763701934,49,26452,43.36148,-103.921715,30,77,30,0.085049,26,4,26.45452,1954
1.5470590591430664,14727.417,195,23,Northern America,828,15.084944665313014,16,26878,42.885345,-115.91913,30,75,33,1.7408153,23,7,19.482304,1954
2.0450980000000003,15115.667,583,28,Northern America,757,11.74734012447073,78,29795,32.35999,-100.499756,30,75,37,0.95831794,26,4,28.047087,1954
1.5235295295715332,14804.083,282,21,Northern America,1427,8.48528137423857,39,21639,43.88962,-120.75221,30,78,45,1.2625083,27,7,22.182951,1955
2.726470470428467,15043.583,380,29,Northern America,44,0.4714045207910317,69,22274,36.951267,-121.53799,30,70,36,0.24157251,22,4,16.071054,1955
1.6970589999999999,14886.583,488,26,Northern America,4,0.4714045207910317,75,24393,38.365524,-121.739555,30,67,34,0.07333441,26,7,18.925722,1955
1.9862744808197021,15409.833,212,18,Northern America,548,10.728984626287387,14,25329,33.5272,-112.59292,30,78,61,1.4474279,18,9,29.933495,1955
2.0019609928131104,14697.25,218,21,Northern America,1707,0,26,8479,41.885654,-119.68823,30,77,40,0.041528724,25,7,26.863008,1956
1.9392155408859253,14908.083,210,17,Northern America,191,3.7712361663282534,39,13049,46.00453,-119.782875,30,79,41,0.928477,22,7,25.879417,1956
2.1382355,14613.833,308,37,Northern America,914,10.754269895611966,43,13377,46.872803,-107.741585,30,74,25,1.1794713,28,4,22.744139,1956
1.7068625000000002,14490.667,533,23,Northern America,406,0.9428090415820634,82,14452,44.44032,-98.48524,30,74,39,0.10235822,25,7,18.715557,1956
2.3186275,14652.333,337,27,Northern America,1219,0,45,19360,46.019005,-108.96734,30,74,39,1.4182079,24,7,23.722383,1956
1.53520167,14574.583,214,22,Northern America,2050,13.800161029656302,31,21869,41.70984,-106.86127,30,79,53,1.8632289,17,6,15.312555,1956
1.6960785388946533,14642.167,180,18,Northern America,1608,2.3570226039551585,24,23308,43.99099,-112.813866,30,81,45,0.47641313,23,7,20.500813,1956
1.3460785150527954,14317.75,434,18,Northern America,1274,131.67721476735787,102,25875,45.01674,-116.925896,30,61,35,16.196697,30,7,27.573742,1956
1.4186275005340576,14350.75,892,20,Northern America,327,2.748737083745107,112,26129,43.032803,-92.40772,30,65,42,0.2095513,23,7,18.990904,1956
2.0264705000000003,14807.167,207,19,Northern America,1534,0,29,27638,41.971237,-117.87232,30,78,47,5.3707166,25,7,27.456121,1956
2.2245099544525146,14227.5,574,29,Northern America,330,0.9428090415820634,91,29068,46.097565,-97.112564,30,70,34,0.17845435,30,4,20.90689,1956
2.742156982421875,14864.25,351,28,Northern America,2275,58.92556509887896,63,29202,32.568073,-108.427864,30,71,44,6.786452,32,4,18.57309,1956
1.578431487083435,15014.167,850,34,Northern America,226,2.586765939294515,124,10958,31.70796,-97.641396,30,70,28,2.1213481,23,4,16.955286,1957
1.6049020290374756,14645.75,408,19,Northern America,1036,9.899494936611665,67,13566,43.39511,-103.43643,30,72,43,2.12504,26,7,18.080462,1957
2.7196080684661865,15469.167,97,16,Northern America,641,13.670731102939918,4,14549,33.92145,-115.924355,30,81,60,2.4016097,12,9,24.04638,1957
1.3823529481887817,14676.25,250,25,Northern America,701,0,26,22225,44.12972,-116.988235,30,73,30,1.1313443,25,7,26.265795,1957
1.9578429460525513,14779.417,237,19,Northern America,1273,0,23,24337,42.89602,-114.129875,30,74,38,0.3096242,24,7,18.89578,1957
1.47015495,14932.917,328,22,Northern America,20,0.4714045207910317,51,29034,37.459705,-120.97185,30,74,46,0.038949665,24,7,23.306358,1957
2.8362745,14401.333,325,29,Northern America,823,0,47,11663,48.276585,-105.950745,30,70,32,0,25,4,18.045458,1958
1.5990195274353027,14683.75,387,20,Northern America,854,38.18376618407357,100,12671,46.560265,-120.883835,30,70,38,8.566799,31,7,28.810347,1958
1.8970589637756348,14682.25,353,19,Northern America,855,1.8856180831641267,80,17952,46.138912,-120.68391,30,66,37,0.2676992,23,7,25.015425,1958
1.5205880403518677,14633.833,509,21,Northern America,609,24.204886763004865,94,25633,45.767216,-121.05068,30,68,29,4.0800624,26,7,24.939804,1958
1.6911765336990356,14692.75,463,20,Northern America,1031,0,69,25715,42.780956,-101.69596,30,74,49,0.760837,23,7,28.031422,1958
2.0176469999999997,14665.917,445,33,Northern America,701,0,65,26668,43.850483,-101.22755,30,71,25,0,26,4,22.638163,1958
2.2088235,14829.667,129,21,Northern America,2075,54.867517206854224,9,17995,38.691444,-118.215996,30,80,48,1.9348345,23,7,27.234205,1959
1.3745100000000001,14612.417,723,28,Northern America,488,5.0283148884371,98,20366,41.567627,-97.31902,30,62,13,0.20662174,25,5,23.547915,1959
3.212744951248169,15479.25,178,18,Northern America,868,4.714045207910317,10,22017,34.596813,-117.73338,30,80,57,0.78906983,6,9,23.524048,1959
1.7509804964065552,14793.167,1160,25,Northern America,734,0.4714045207910317,108,26705,39.21231,-121.08309,30,62,34,1.0826794,31,7,21.294226,1959
1.9352940320968628,15328.917,342,25,Northern America,900,10.088497300281038,19,28026,30.841341,-102.65682,30,80,40,1.2206336,19,7,20.03985,1959
2.6794118881225586,15085.417,170,18,Northern America,1456,2.3570226039551585,12,29616,37.67234,-115.09808,30,80,56,2.8498123,18,9,20.717777,1959
2.0990195274353027,14649.583,529,12,Northern America,884,0.9428090415820634,73,30022,42.537678,-100.42678,30,72,71,0.0839166,19,9,27.576206,1959
