EC,aet,continent,id,lat,lon,lower_depth,max_temp,min_temp,pet,upper_depth,wtd,year
1.7960785000000001,598.6430348258707,Africa,5168,-2.5937934,34.937496,72.40786,251.6492537313433,143.56716417910448,1182.8557213930349,60,6.426328659057617,1956
1.7156865,506.82462686567163,Africa,2597,-27.551828,29.2227,97.62934,215.46268656716418,64.03109452736318,1091.3594527363184,60,72.21074676513672,1957
1.7411764860153198,675.4800995024875,Africa,1127,-13.674656,14.146693,88,260.5074626865672,135.6728855721393,1121.5087064676618,60,14.313765525817871,1958
1.9647059440612793,832.1890547263681,Africa,18016,1.3087944,10.2458935,93,278.53109452736317,193.85323383084577,878.5,69,7.14526891708374,1958
1.6647059917449951,722.179104477612,Africa,820,-4.636139,13.553983,71.36085,290.9925373134328,209.15547263681592,859.6679104477612,60,17.93851089477539,1959
2.0598039627075195,730.3333333333334,Africa,1979,-24.890354,30.992924,92.01404,240.66666666666666,117.25,1052.9166666666667,60,65.76757813,1963
1.1705880165100098,929.0833333333334,Africa,3385,6.6868486,5.6800213,65.83678,307.8333333333333,214.66666666666666,1060.8333333333333,60,10.167152404785156,1963
1.5470590591430664,814.6666666666666,Africa,6136,-1.7578458,34.117855,96.98792,266.5833333333333,157.5,1218,60,19.582290649414062,1963
2.773529529571533,499.1666666666667,Africa,19123,12.685013,34.195145,95.60239,358,196.91666666666666,1687.1666666666667,60,10.305234909057617,1963
1.8117645000000002,681.6666666666666,Africa,793,-1.1548665,37.5009,68.42642,280,128.66666666666666,1237.0833333333333,60,33.3148307800293,1964
2.8862745,466.4166666666667,Africa,21125,-17.462347,28.493416,96,295.8333333333333,156.75,1433.5833333333333,78,6.806787967681885,1964
2.6039214999999998,130,Africa,539,-22.42056,26.913525,83.77975,277.8333333333333,116.25,1482.5,60,40.418174743652344,1965
2.1471511149999998,496.4166666666667,Africa,434,-20.331314,28.429392,62.960217,251.41666666666666,111.58333333333333,1308.75,60,48.33229446411133,1966
1.2588234999999999,707.6666666666666,Africa,5881,10.262432,33.883842,62.70174,337,205.91666666666666,1456.5833333333333,60,13.442883491516113,1966
1.907842993736267,49.083333333333336,Africa,19844,17.776817,35.26632,73.4527,367.4166666666667,211.25,2102,60,3.12418270111084,1966
1.1362744999999999,864.1666666666666,Africa,23743,6.8144794,15.832975,93,300.4166666666667,178.58333333333334,1306.6666666666667,79,42.00324249267578,1966
1.2617645263671875,704,Africa,24209,12.156722,-6.5570254,93,342.5833333333333,200.41666666666666,1512.1666666666667,60,2.2147397994995117,1966
1.2901959419250488,818.6666666666666,Africa,5612,-2.572893,15.398765,86.29338,293.8333333333333,196.08333333333334,896.6666666666666,60,63.08653259277344,1967
1.3637255430221558,673.3333333333334,Africa,3595,-15.565642,34.50041,78.22854,276.3333333333333,164,1115.75,60,19.736665725708008,1968
1.4294120000000001,843.5,Africa,8484,-1.6700544,15.379096,98,292.5,197.16666666666666,943.25,61,54.64997482299805,1968
1.1549019813537598,855.5,Africa,19140,-2.7690184,19.504578,87.94321,290.5833333333333,197.66666666666666,917.9166666666666,60,28.902944564819336,1968
1.9558825492858887,744.9166666666666,Africa,21800,9.911512,17.02768,98,344.75,208.58333333333334,1494.1666666666667,60,1.0763956308364868,1968
1.7529409999999999,560.8333333333334,Africa,7137,-1.6776096,37.416203,98.679504,263.9166666666667,130.75,1183.4166666666667,60,33.5688362121582,1969
2.3872549533843994,0.75,Africa,7870,23.435583,26.628963,73.13245,302.9166666666667,133.16666666666666,1934.25,60,465.2355041503906,1969
2.6450979709625244,140.41666666666666,Africa,15099,-23.330791,18.236643,64.240166,287.3333333333333,110.58333333333333,1683.1666666666667,60,13.433853149414062,1969
1.3980389833450317,528.25,Africa,273,-4.3765454,36.51457,70.202736,262.0833333333333,144.33333333333334,1130.25,60,11.059450149536133,1970
1.3294119834899902,712.9166666666666,Africa,391,-0.037308827,30.26469,76.96649,287.0833333333333,161.25,1068.1666666666667,60,-0.001049457,1970
1.6470589637756348,516,Africa,4627,-32.541134,26.996616,96.79011,191.08333333333334,67.75,1083.3333333333333,60,120.73175811767578,1970
1.912071943283081,246.58333333333334,Africa,6209,-21.884892,30.842798,96.955536,306.5833333333333,157.91666666666666,1389.5833333333333,60,6.665355205535889,1970
1.9421570301055908,1023.3333333333334,Africa,6922,-0.3277497,34.939686,99.74383,294.8333333333333,150.16666666666666,1341.75,60,14.334630012512207,1970
2.6882355213165283,292.9166666666667,Africa,16626,-22.236937,26.483356,82.66587,275.25,115.33333333333333,1475.9166666666667,60,232.53109741210938,1970
1.9401960372924805,647.25,Africa,17150,-2.5464237,34.99931,99.242096,246.66666666666666,140,1177.5,60,10.042502403259277,1970
1.2401959999999999,677.9166666666666,Africa,19263,9.0149555,14.00717,98,344.9166666666667,212.58333333333334,1452.1666666666667,60,7.020628452301025,1970
1.0705879926681519,703.9166666666666,Africa,21602,7.069763,13.959008,88,277.6666666666667,146.75,1101,60,21.14537811279297,1970
1.864706039428711,373.5,Africa,23315,-1.8764036,38.052975,63.016052,298.3333333333333,171.16666666666666,1295.4166666666667,60,31.08959197998047,1970
1.4352939999999998,648.5833333333334,Africa,42,9.22347,15.007498,65.90569,330.8333333333333,199.58333333333334,1398.3333333333333,60,6.526826858520508,1971
3.1627449999999997,288.8333333333333,Africa,155,12.525768,13.967601,76.4575,353.25,199,1764.1666666666667,60,0.0034698795061558485,1971
3.2098039999999997,344.3333333333333,Africa,196,12.09073,13.946334,95.28897,352.5,198.41666666666666,1734.9166666666667,60,1.6597141027450562,1971
2.8960785,268.3333333333333,Africa,268,-20.50388,26.288124,91.70214,310.1666666666667,154.16666666666666,1661.5833333333333,60,5.8717546463012695,1971
2.3686275482177734,473.4166666666667,Africa,337,11.09089,15.865587,79.82865,352,201.16666666666666,1548.4166666666667,60,6.837541103363037,1971
3.1431374549865723,253.41666666666666,Africa,609,-21.444532,22.18857,81.48261,305.0833333333333,139.41666666666666,1678.25,60,148.21142578125,1971
3.244117498397827,312.9166666666667,Africa,673,12.44353,13.827322,63.299114,353.5,198.75,1767.3333333333333,60,0.8651180267333984,1971
3.0245100000000003,455.3333333333333,Africa,756,-17.56455,20.816208,82.799545,294.8333333333333,132.08333333333334,1413.1666666666667,60,22.33782958984375,1971
2.9147060000000002,290.1666666666667,Africa,788,12.341113,14.748917,67.77853,355.5,200.41666666666666,1696.6666666666667,60,4.674734115600586,1971
3.6049020290374756,336.75,Africa,800,12.288115,13.7743845,65.71465,352,197.25,1744.5833333333333,60,1.4200265407562256,1971
2.1019608974456787,13.25,Africa,910,18.12602,14.930956,79.99247,339.25,181.58333333333334,2180.5,60,104.24869537353516,1971
3.350980520248413,323.1666666666667,Africa,1476,12.301249,13.898466,86.84924,353.5833333333333,199,1768.5,60,1.154100775718689,1971
2.9460785388946533,285.8333333333333,Africa,2418,12.494547,14.181498,89.043846,353.3333333333333,199.25,1738.6666666666667,60,3.0514063835144043,1971
2.6696081161499023,498.5833333333333,Africa,3019,10.945384,14.695269,87.5787,345.4166666666667,199.91666666666666,1601.6666666666667,60,1.4376269578933716,1971
2.532352924346924,327.5,Africa,3267,12.150152,15.797389,73.59751,361.75,204.16666666666666,1619.5833333333333,60,2.5252509117126465,1971
2.877450942993164,305.9166666666667,Africa,4024,12.212229,14.730571,89.609024,355.1666666666667,200,1686.8333333333333,60,4.18253231048584,1971
3.2813725000000002,315.5833333333333,Africa,4248,12.298159,14.076529,87.1835,353.25,198.75,1742.3333333333333,60,1.7909295558929443,1971
3.021568536758423,273.0833333333333,Africa,4660,12.751975,13.74258,69.25251,356,201.66666666666666,1818.3333333333333,60,0.03887641429901123,1971
3.3068625000000003,454.8333333333333,Africa,4940,12.399092,9.3364,89.567764,347.8333333333333,186.08333333333334,1754.6666666666667,60,0.8768609166145325,1971
1.3803919553756714,601.8333333333334,Africa,5182,8.978225,13.993137,73.824,336.8333333333333,204.83333333333334,1351.1666666666667,60,3.4491710662841797,1971
3.2970590591430664,321.25,Africa,5699,12.325584,13.954366,77.23982,354,199.41666666666666,1765.4166666666667,60,1.1408977508544922,1971
2.6480390000000003,308,Africa,5967,12.252693,15.482132,96.96612,360.25,203.08333333333334,1654.5833333333333,60,3.581083059310913,1971
