X,Y,upper_depth,lower_depth,value_avg,dataset_id,region,continent,date
-105.1833463,20.16235794,72.0,110.0,0.0,MX-INEGI,Central America,Northern America,Unknown
-110.9733353,46.4766655,85.0,175.0,1.5,US-NCSS,Northern America,Northern America,Unknown
139.4038083,-35.65332871,83.0,120.0,17.7,AU-CSIRO,Australia and New Zealand,Oceania,Unknown
-102.0456377,26.47388701,70.0,100.0,1.7,MX-INEGI,Central America,Northern America,Unknown
-107.1027858,24.10982517,62.0,95.0,10.5,MX-INEGI,Central America,Northern America,Unknown
138.0180206,-33.72897975,69.0,90.0,0.2,AU-CSIRO,Australia and New Zealand,Oceania,Unknown
-108.0370712,38.5811577,30.0,66.0,2.6,US-NCSS,Northern America,Northern America,Unknown
42.896108,0.428326,15.0,90.0,0.9,AF-AfSP,Eastern Africa,Africa,Unknown
-100.6722015,25.33481528,60.0,82.0,2.0,MX-INEGI,Central America,Northern America,Unknown
-112.4812794,26.46280906,48.0,80.0,3.3,MX-INEGI,Central America,Northern America,Unknown
-118.8949966,43.3427773,55.0,78.0,2.4,US-NCSS,Northern America,Northern America,Unknown
37.366667,-1.872778,70.0,103.0,0.1,AF-AfSP,Eastern Africa,Africa,Unknown
34.08,0.17,36.0,70.0,0.0,KE-SOTER,Eastern Africa,Africa,Unknown
-98.6100006,32.6572227,73.0,107.0,1.6,US-NCSS,Northern America,Northern America,Unknown
-99.98474346,27.49551469,65.0,95.0,0.3,MX-INEGI,Central America,Northern America,Unknown
-94.07211576,18.02858942,50.0,70.0,1.5,MX-INEGI,Central America,Northern America,Unknown
138.3477785,-33.7419179,70.0,105.0,4.4,AU-CSIRO,Australia and New Zealand,Oceania,Unknown
-114.8227844,37.5360794,55.0,78.0,1.2,US-NCSS,Northern America,Northern America,Unknown
30.273333,-29.518333,80.0,100.0,0.1,WD-WISE,Southern Africa,Africa,Unknown
-95.31733145,18.67888003,70.0,94.0,0.0,MX-INEGI,Central America,Northern America,Unknown
-105.0972691,24.95326461,63.0,93.0,1.0,MX-INEGI,Central America,Northern America,Unknown
-102.3849588,20.87334129,67.0,97.0,0.0,MX-INEGI,Central America,Northern America,Unknown
-98.5103607,27.6996937,59.0,136.0,1.5,US-NCSS,Northern America,Northern America,Unknown
-75.6078873,37.9677887,69.0,124.0,0.0,US-NCSS,Northern America,Northern America,Unknown
-106.9916049,26.04493759,56.0,84.0,0.0,MX-INEGI,Central America,Northern America,Unknown
101.0180588,-1.0861111,86.0,125.0,0.0,WD-WISE,South-Eastern Asia,Asia,Unknown
-101.4827778,47.2991667,76.0,97.0,0.4,US-NCSS,Northern America,Northern America,Unknown
-108.699646,45.740757,56.0,89.0,0.8,US-NCSS,Northern America,Northern America,Unknown
-66.5908356,17.9938889,54.0,83.0,0.4,US-NCSS,Caribbean,Northern America,Unknown
73.7333298,31.7833328,65.0,94.0,13.1,US-NCSS,Southern Asia,Asia,Unknown
-108.6131516,36.52363586,84.0,140.0,25.2,US-NCSS,Northern America,Northern America,Unknown
116.9166667,28.21666667,65.0,100.0,0.1,WD-WISE,Eastern Asia,Asia,Unknown
-120.9386139,36.981945,63.0,76.0,0.8,US-NCSS,Northern America,Northern America,Unknown
37.62,-2.62,80.0,120.0,1.2,KE-SOTER,Eastern Africa,Africa,Unknown
-115.53479,40.72129822,63.0,85.0,0.5,US-NCSS,Northern America,Northern America,Unknown
-108.192688,45.9740944,41.0,76.0,0.7,US-NCSS,Northern America,Northern America,Unknown
37.805556,-0.444444,25.0,70.0,0.2,WD-WISE,Eastern Africa,Africa,Unknown
-108.3865967,46.8840942,90.0,128.0,8.0,US-NCSS,Northern America,Northern America,Unknown
145.9923524,-24.08127143,40.0,135.0,0.2,AU-CSIRO,Australia and New Zealand,Oceania,Unknown
-101.5786133,47.6036797,52.0,68.0,0.4,US-NCSS,Northern America,Northern America,Unknown
13.698484,12.438436,20.0,68.0,0.1,AF-AfSP,Western Africa,Africa,Unknown
-106.035141,35.8819427,94.0,104.0,1.3,US-NCSS,Northern America,Northern America,Unknown
-96.60475,48.6153056,50.0,84.0,8.9,US-NCSS,Northern America,Northern America,Unknown
-94.5313889,29.6986111,74.0,101.0,1.5,US-NCSS,Northern America,Northern America,Unknown
-101.3545583,26.12220898,46.0,88.0,0.1,MX-INEGI,Central America,Northern America,Unknown
-66.6397247,18.4925003,54.0,76.0,1.0,US-NCSS,Caribbean,Northern America,Unknown
-107.7694473,32.1827774,94.0,127.0,2.1,US-NCSS,Northern America,Northern America,Unknown
-89.7166672,14.333333,45.0,79.0,0.1,WD-WISE,Central America,Northern America,Unknown
-112.8041687,39.3161125,61.0,91.0,25.5,US-NCSS,Northern America,Northern America,Unknown
-97.9716457,20.38077722,25.0,100.0,1.0,MX-INEGI,Central America,Northern America,Unknown
-171.7213898,-13.8802776,55.0,98.0,0.1,WD-WISE,Polynesia,Oceania,Unknown
-97.1129509,47.8611088,51.0,69.0,2.0,US-NCSS,Northern America,Northern America,Unknown
100.1541667,7.169444444,56.0,100.0,0.0,WD-WISE,South-Eastern Asia,Asia,Unknown
35.190278,-4.506944,36.0,85.0,0.7,AF-AfSP,Eastern Africa,Africa,Unknown
-93.8195923,17.72222447,64.0,87.0,0.0,MX-INEGI,Central America,Northern America,Unknown
-111.6936111,48.7419434,56.0,76.0,3.4,US-NCSS,Northern America,Northern America,Unknown
-113.0405579,36.8755569,64.0,89.0,4.2,US-NCSS,Northern America,Northern America,Unknown
-63.41666667,45.41666667,71.0,86.0,0.0,WD-WISE,Northern America,Northern America,Unknown
-100.100716,23.11260895,37.0,70.0,6.6,MX-INEGI,Central America,Northern America,Unknown
-94.52146888,17.32061582,32.0,65.0,0.0,MX-INEGI,Central America,Northern America,Unknown
98.91666667,18.75,55.0,85.0,0.2,WD-WISE,South-Eastern Asia,Asia,Unknown
137.8169611,-33.82886786,68.0,140.0,0.7,AU-CSIRO,Australia and New Zealand,Oceania,Unknown
-111.8334131,31.03033357,55.0,72.0,1.0,MX-INEGI,Central America,Northern America,Unknown
33.097778,-4.357778,50.0,100.0,1.4,AF-AfSP,Eastern Africa,Africa,Unknown
-112.3611145,42.8979683,84.0,107.0,0.9,US-NCSS,Northern America,Northern America,Unknown
13.80817,12.307216,73.0,96.0,0.3,AF-AfSP,Western Africa,Africa,Unknown
140.3624812,-35.41751409,55.0,82.0,1.3,AU-CSIRO,Australia and New Zealand,Oceania,Unknown
35.5,15.25,65.0,115.0,1.9,AF-AfSP,Northern Africa,Africa,Unknown
145.4353891,-23.37922145,60.0,110.0,21.3,AU-CSIRO,Australia and New Zealand,Oceania,Unknown
100.4333333,7.458333333,68.0,100.0,0.0,WD-WISE,South-Eastern Asia,Asia,Unknown
-99.12485159,17.71658496,45.0,70.0,0.1,MX-INEGI,Central America,Northern America,Unknown
25.03,48.0,87.0,103.0,0.0,EU-SOTER,Eastern Europe,Europe,Unknown
-116.1856461,40.9049034,91.0,112.0,0.9,US-NCSS,Northern America,Northern America,Unknown
-99.98474346,27.49551469,95.0,105.0,2.5,MX-INEGI,Central America,Northern America,Unknown
-118.5352778,40.0352778,94.0,104.0,8.3,US-NCSS,Northern America,Northern America,Unknown
40.166667,9.016667,84.0,130.0,1.6,AF-AfSP,Eastern Africa,Africa,Unknown
30.63056,-29.95139,0.0,90.0,0.7,SAF-SOTER,Southern Africa,Africa,Unknown
27.483333,-29.316667,77.0,115.0,0.3,WD-WISE,Southern Africa,Africa,Unknown
26.893611,-23.080556,40.0,65.0,0.1,WD-WISE,Southern Africa,Africa,Unknown
-107.9467923,38.6102421,30.0,73.0,3.3,US-NCSS,Northern America,Northern America,Unknown
-101.6233071,47.2452429,66.0,91.0,0.4,US-NCSS,Northern America,Northern America,Unknown
-102.7480063,25.35146134,80.0,109.0,48.8,MX-INEGI,Central America,Northern America,Unknown
-113.2599817,31.29046647,40.0,80.0,20.0,MX-INEGI,Central America,Northern America,Unknown
-111.1333313,43.7227783,69.0,99.0,0.7,US-NCSS,Northern America,Northern America,Unknown
-90.83611233,19.23796037,68.0,98.0,0.0,MX-INEGI,Central America,Northern America,Unknown
-90.83107306,19.06542565,39.0,73.0,8.5,MX-INEGI,Central America,Northern America,Unknown
-103.8065278,40.2003889,71.0,111.0,1.9,US-NCSS,Northern America,Northern America,Unknown
-98.80830096,26.26144311,38.0,80.0,4.1,MX-INEGI,Central America,Northern America,Unknown
-103.0272985,25.90188348,59.0,81.0,2.0,MX-INEGI,Central America,Northern America,Unknown
-111.3183365,43.8936119,94.0,130.0,0.5,US-NCSS,Northern America,Northern America,Unknown
-120.9519424,44.3725014,81.0,119.0,1.1,US-NCSS,Northern America,Northern America,Unknown
-109.1983185,48.8304825,33.0,66.0,6.8,US-NCSS,Northern America,Northern America,Unknown
144.9048484,-22.3233939,5.0,70.0,8.2,AU-CSIRO,Australia and New Zealand,Oceania,Unknown
